Series ID,Year,Period,Label,Value
APU0000709112,2015,M01,2015 Jan,3.758
APU0000709112,2015,M02,2015 Feb,3.496
APU0000709112,2015,M03,2015 Mar,3.463
APU0000709112,2015,M04,2015 Apr,3.397
APU0000709112,2015,M05,2015 May,3.387
APU0000709112,2015,M06,2015 Jun,3.366
APU0000709112,2015,M07,2015 Jul,3.430
APU0000709112,2015,M08,2015 Aug,3.389
APU0000709112,2015,M09,2015 Sep,3.392
APU0000709112,2015,M10,2015 Oct,3.338
APU0000709112,2015,M11,2015 Nov,3.299
APU0000709112,2015,M12,2015 Dec,3.310
APU0000709112,2016,M01,2016 Jan,3.313
APU0000709112,2016,M02,2016 Feb,3.230
APU0000709112,2016,M03,2016 Mar,3.187
APU0000709112,2016,M04,2016 Apr,3.155
APU0000709112,2016,M05,2016 May,3.157
APU0000709112,2016,M06,2016 Jun,3.115
APU0000709112,2016,M07,2016 Jul,3.062
APU0000709112,2016,M08,2016 Aug,3.141
APU0000709112,2016,M09,2016 Sep,3.229
APU0000709112,2016,M10,2016 Oct,3.292
APU0000709112,2016,M11,2016 Nov,3.280
APU0000709112,2016,M12,2016 Dec,3.290
APU0000709112,2017,M01,2017 Jan,3.318
APU0000709112,2017,M02,2017 Feb,3.300
APU0000709112,2017,M03,2017 Mar,3.315
APU0000709112,2017,M04,2017 Apr,3.259
APU0000709112,2017,M05,2017 May,3.242
APU0000709112,2017,M06,2017 Jun,3.213
APU0000709112,2017,M07,2017 Jul,3.219
APU0000709112,2017,M08,2017 Aug,3.168
APU0000709112,2017,M09,2017 Sep,3.209
APU0000709112,2017,M10,2017 Oct,3.158
APU0000709112,2017,M11,2017 Nov,3.150
APU0000709112,2017,M12,2017 Dec,3.155
APU0000709112,2018,M01,2018 Jan,2.961
APU0000709112,2018,M02,2018 Feb,2.923
APU0000709112,2018,M03,2018 Mar,2.903
APU0000709112,2018,M04,2018 Apr,2.924
APU0000709112,2018,M05,2018 May,2.919
APU0000709112,2018,M06,2018 Jun,2.877
APU0000709112,2018,M07,2018 Jul,2.839
APU0000709112,2018,M08,2018 Aug,2.871
APU0000709112,2018,M09,2018 Sep,2.890
APU0000709112,2018,M10,2018 Oct,2.913
APU0000709112,2018,M11,2018 Nov,2.877
APU0000709112,2018,M12,2018 Dec,2.853
APU0000709112,2019,M01,2019 Jan,2.913
APU0000709112,2019,M02,2019 Feb,2.900
APU0000709112,2019,M03,2019 Mar,2.944
APU0000709112,2019,M04,2019 Apr,2.980
APU0000709112,2019,M05,2019 May,2.963
APU0000709112,2019,M06,2019 Jun,3.054
APU0000709112,2019,M07,2019 Jul,3.031
APU0000709112,2019,M08,2019 Aug,3.045
APU0000709112,2019,M09,2019 Sep,3.102
APU0000709112,2019,M10,2019 Oct,3.119
APU0000709112,2019,M11,2019 Nov,3.189
APU0000709112,2019,M12,2019 Dec,3.188
APU0000709112,2020,M01,2020 Jan,3.253
APU0000709112,2020,M02,2020 Feb,3.196
APU0000709112,2020,M03,2020 Mar,3.248
APU0000709112,2020,M04,2020 Apr,3.267
APU0000709112,2020,M05,2020 May,3.210
APU0000709112,2020,M06,2020 Jun,3.198
APU0000709112,2020,M07,2020 Jul,3.255
APU0000709112,2020,M08,2020 Aug,3.406
APU0000709112,2020,M09,2020 Sep,3.448
APU0000709112,2020,M10,2020 Oct,3.380
APU0000709112,2020,M11,2020 Nov,3.425
APU0000709112,2020,M12,2020 Dec,3.535
APU0000709112,2021,M01,2021 Jan,3.468
APU0000709112,2021,M02,2021 Feb,3.368
APU0000709112,2021,M03,2021 Mar,3.348
APU0000709112,2021,M04,2021 Apr,3.447
APU0000709112,2021,M05,2021 May,3.497
APU0000709112,2021,M06,2021 Jun,3.557
APU0000709112,2021,M07,2021 Jul,3.627
APU0000709112,2021,M08,2021 Aug,3.560
APU0000709112,2021,M09,2021 Sep,3.585
APU0000709112,2021,M10,2021 Oct,3.663
APU0000709112,2021,M11,2021 Nov,3.671
APU0000709112,2021,M12,2021 Dec,3.743
APU0000709112,2022,M01,2022 Jan,3.787
APU0000709112,2022,M02,2022 Feb,3.875
APU0000709112,2022,M03,2022 Mar,3.917
APU0000709112,2022,M04,2022 Apr,4.012
APU0000709112,2022,M05,2022 May,4.204
APU0000709112,2022,M06,2022 Jun,4.153
APU0000709112,2022,M07,2022 Jul,4.156
APU0000709112,2022,M08,2022 Aug,4.194
APU0000709112,2022,M09,2022 Sep,4.181
APU0000709112,2022,M10,2022 Oct,4.184
APU0000709112,2022,M11,2022 Nov,4.218
APU0000709112,2022,M12,2022 Dec,4.211
APU0000711211,1980,M01,1980 Jan,0.319
APU0000711211,1980,M02,1980 Feb,0.345
APU0000711211,1980,M03,1980 Mar,0.355
APU0000711211,1980,M04,1980 Apr,0.353
APU0000711211,1980,M05,1980 May,0.357
APU0000711211,1980,M06,1980 Jun,0.348
APU0000711211,1980,M07,1980 Jul,0.332
APU0000711211,1980,M08,1980 Aug,0.335
APU0000711211,1980,M09,1980 Sep,0.335
APU0000711211,1980,M10,1980 Oct,0.335
APU0000711211,1980,M11,1980 Nov,0.339
APU0000711211,1980,M12,1980 Dec,0.349
APU0000711211,1981,M01,1981 Jan,0.343
APU0000711211,1981,M02,1981 Feb,0.366
APU0000711211,1981,M03,1981 Mar,0.377
APU0000711211,1981,M04,1981 Apr,0.377
APU0000711211,1981,M05,1981 May,0.379
APU0000711211,1981,M06,1981 Jun,0.369
APU0000711211,1981,M07,1981 Jul,0.341
APU0000711211,1981,M08,1981 Aug,0.351
APU0000711211,1981,M09,1981 Sep,0.358
APU0000711211,1981,M10,1981 Oct,0.364
APU0000711211,1981,M11,1981 Nov,0.355
APU0000711211,1981,M12,1981 Dec,0.364
APU0000711211,1982,M01,1982 Jan,0.364
APU0000711211,1982,M02,1982 Feb,0.359
APU0000711211,1982,M03,1982 Mar,0.373
APU0000711211,1982,M04,1982 Apr,0.380
APU0000711211,1982,M05,1982 May,0.372
APU0000711211,1982,M06,1982 Jun,0.381
APU0000711211,1982,M07,1982 Jul,0.344
APU0000711211,1982,M08,1982 Aug,0.332
APU0000711211,1982,M09,1982 Sep,0.343
APU0000711211,1982,M10,1982 Oct,0.317
APU0000711211,1982,M11,1982 Nov,0.344
APU0000711211,1982,M12,1982 Dec,0.337
APU0000711211,1983,M01,1983 Jan,0.332
APU0000711211,1983,M02,1983 Feb,0.352
APU0000711211,1983,M03,1983 Mar,0.357
APU0000711211,1983,M04,1983 Apr,0.416
APU0000711211,1983,M05,1983 May,0.438
APU0000711211,1983,M06,1983 Jun,0.449
APU0000711211,1983,M07,1983 Jul,0.462
APU0000711211,1983,M08,1983 Aug,0.403
APU0000711211,1983,M09,1983 Sep,0.394
APU0000711211,1983,M10,1983 Oct,0.385
APU0000711211,1983,M11,1983 Nov,0.327
APU0000711211,1983,M12,1983 Dec,0.315
APU0000711211,1984,M01,1984 Jan,0.344
APU0000711211,1984,M02,1984 Feb,0.373
APU0000711211,1984,M03,1984 Mar,0.373
APU0000711211,1984,M04,1984 Apr,0.389
APU0000711211,1984,M05,1984 May,0.354
APU0000711211,1984,M06,1984 Jun,0.391
APU0000711211,1984,M07,1984 Jul,0.386
APU0000711211,1984,M08,1984 Aug,0.362
APU0000711211,1984,M09,1984 Sep,0.350
APU0000711211,1984,M10,1984 Oct,0.341
APU0000711211,1984,M11,1984 Nov,0.333
APU0000711211,1984,M12,1984 Dec,0.317
APU0000711211,1985,M01,1985 Jan,0.350
APU0000711211,1985,M02,1985 Feb,0.378
APU0000711211,1985,M03,1985 Mar,0.394
APU0000711211,1985,M04,1985 Apr,0.422
APU0000711211,1985,M05,1985 May,0.392
APU0000711211,1985,M06,1985 Jun,0.399
APU0000711211,1985,M07,1985 Jul,0.348
APU0000711211,1985,M08,1985 Aug,0.361
APU0000711211,1985,M09,1985 Sep,0.376
APU0000711211,1985,M10,1985 Oct,0.346
APU0000711211,1985,M11,1985 Nov,0.316
APU0000711211,1985,M12,1985 Dec,0.321
APU0000711211,1986,M01,1986 Jan,0.337
APU0000711211,1986,M02,1986 Feb,0.378
APU0000711211,1986,M03,1986 Mar,0.402
APU0000711211,1986,M04,1986 Apr,0.464
APU0000711211,1986,M05,1986 May,0.461
APU0000711211,1986,M06,1986 Jun,0.376
APU0000711211,1986,M07,1986 Jul,0.371
APU0000711211,1986,M08,1986 Aug,0.369
APU0000711211,1986,M09,1986 Sep,0.384
APU0000711211,1986,M10,1986 Oct,0.372
APU0000711211,1986,M11,1986 Nov,0.371
APU0000711211,1986,M12,1986 Dec,0.333
APU0000711211,1987,M03,1987 Mar,0.376
APU0000711211,1987,M04,1987 Apr,0.381
APU0000711211,1987,M05,1987 May,0.357
APU0000711211,1987,M06,1987 Jun,0.390
APU0000711211,1987,M07,1987 Jul,0.350
APU0000711211,1987,M08,1987 Aug,0.367
APU0000711211,1987,M09,1987 Sep,0.363
APU0000711211,1987,M10,1987 Oct,0.346
APU0000711211,1987,M11,1987 Nov,0.343
APU0000711211,1987,M12,1987 Dec,0.375
APU0000711211,1988,M01,1988 Jan,0.374
APU0000711211,1988,M02,1988 Feb,0.415
APU0000711211,1988,M03,1988 Mar,0.413
APU0000711211,1988,M04,1988 Apr,0.423
APU0000711211,1988,M05,1988 May,0.422
APU0000711211,1988,M06,1988 Jun,0.501
APU0000711211,1988,M07,1988 Jul,0.433
APU0000711211,1988,M08,1988 Aug,0.397
APU0000711211,1988,M09,1988 Sep,0.389
APU0000711211,1988,M10,1988 Oct,0.421
APU0000711211,1988,M11,1988 Nov,0.423
APU0000711211,1988,M12,1988 Dec,0.407
APU0000711211,1989,M01,1989 Jan,0.394
APU0000711211,1989,M02,1989 Feb,0.415
APU0000711211,1989,M03,1989 Mar,0.450
APU0000711211,1989,M04,1989 Apr,0.523
APU0000711211,1989,M05,1989 May,0.522
APU0000711211,1989,M06,1989 Jun,0.479
APU0000711211,1989,M07,1989 Jul,0.456
APU0000711211,1989,M08,1989 Aug,0.434
APU0000711211,1989,M09,1989 Sep,0.428
APU0000711211,1989,M10,1989 Oct,0.432
APU0000711211,1989,M11,1989 Nov,0.435
APU0000711211,1989,M12,1989 Dec,0.416
APU0000711211,1990,M01,1990 Jan,0.429
APU0000711211,1990,M02,1990 Feb,0.492
APU0000711211,1990,M03,1990 Mar,0.500
APU0000711211,1990,M04,1990 Apr,0.481
APU0000711211,1990,M05,1990 May,0.462
APU0000711211,1990,M06,1990 Jun,0.447
APU0000711211,1990,M07,1990 Jul,0.529
APU0000711211,1990,M08,1990 Aug,0.463
APU0000711211,1990,M09,1990 Sep,0.465
APU0000711211,1990,M10,1990 Oct,0.432
APU0000711211,1990,M11,1990 Nov,0.429
APU0000711211,1990,M12,1990 Dec,0.430
APU0000711211,1991,M01,1991 Jan,0.438
APU0000711211,1991,M02,1991 Feb,0.485
APU0000711211,1991,M03,1991 Mar,0.577
APU0000711211,1991,M04,1991 Apr,0.547
APU0000711211,1991,M05,1991 May,0.584
APU0000711211,1991,M06,1991 Jun,0.532
APU0000711211,1991,M07,1991 Jul,0.516
APU0000711211,1991,M08,1991 Aug,0.416
APU0000711211,1991,M09,1991 Sep,0.432
APU0000711211,1991,M10,1991 Oct,0.395
APU0000711211,1991,M11,1991 Nov,0.431
APU0000711211,1991,M12,1991 Dec,0.419
APU0000711211,1992,M01,1992 Jan,0.428
APU0000711211,1992,M02,1992 Feb,0.493
APU0000711211,1992,M03,1992 Mar,0.517
APU0000711211,1992,M04,1992 Apr,0.484
APU0000711211,1992,M05,1992 May,0.445
APU0000711211,1992,M06,1992 Jun,0.463
APU0000711211,1992,M07,1992 Jul,0.431
APU0000711211,1992,M08,1992 Aug,0.509
APU0000711211,1992,M09,1992 Sep,0.459
APU0000711211,1992,M10,1992 Oct,0.442
APU0000711211,1992,M11,1992 Nov,0.422
APU0000711211,1992,M12,1992 Dec,0.404
APU0000711211,1993,M01,1993 Jan,0.426
APU0000711211,1993,M02,1993 Feb,0.475
APU0000711211,1993,M03,1993 Mar,0.475
APU0000711211,1993,M04,1993 Apr,0.483
APU0000711211,1993,M05,1993 May,0.472
APU0000711211,1993,M06,1993 Jun,0.446
APU0000711211,1993,M07,1993 Jul,0.448
APU0000711211,1993,M08,1993 Aug,0.422
APU0000711211,1993,M09,1993 Sep,0.395
APU0000711211,1993,M10,1993 Oct,0.405
APU0000711211,1993,M11,1993 Nov,0.404
APU0000711211,1993,M12,1993 Dec,0.414
APU0000711211,1994,M01,1994 Jan,0.440
APU0000711211,1994,M02,1994 Feb,0.514
APU0000711211,1994,M03,1994 Mar,0.500
APU0000711211,1994,M04,1994 Apr,0.469
APU0000711211,1994,M05,1994 May,0.469
APU0000711211,1994,M06,1994 Jun,0.447
APU0000711211,1994,M07,1994 Jul,0.452
APU0000711211,1994,M08,1994 Aug,0.480
APU0000711211,1994,M09,1994 Sep,0.453
APU0000711211,1994,M10,1994 Oct,0.430
APU0000711211,1994,M11,1994 Nov,0.434
APU0000711211,1994,M12,1994 Dec,0.458
APU0000711211,1995,M01,1995 Jan,0.503
APU0000711211,1995,M02,1995 Feb,0.496
APU0000711211,1995,M03,1995 Mar,0.508
APU0000711211,1995,M04,1995 Apr,0.485
APU0000711211,1995,M05,1995 May,0.483
APU0000711211,1995,M06,1995 Jun,0.490
APU0000711211,1995,M07,1995 Jul,0.522
APU0000711211,1995,M08,1995 Aug,0.512
APU0000711211,1995,M09,1995 Sep,0.490
APU0000711211,1995,M10,1995 Oct,0.471
APU0000711211,1995,M11,1995 Nov,0.462
APU0000711211,1995,M12,1995 Dec,0.454
APU0000711211,1996,M01,1996 Jan,0.463
APU0000711211,1996,M02,1996 Feb,0.501
APU0000711211,1996,M03,1996 Mar,0.539
APU0000711211,1996,M04,1996 Apr,0.505
APU0000711211,1996,M05,1996 May,0.512
APU0000711211,1996,M06,1996 Jun,0.498
APU0000711211,1996,M07,1996 Jul,0.498
APU0000711211,1996,M08,1996 Aug,0.478
APU0000711211,1996,M09,1996 Sep,0.458
APU0000711211,1996,M10,1996 Oct,0.465
APU0000711211,1996,M11,1996 Nov,0.477
APU0000711211,1996,M12,1996 Dec,0.481
APU0000711211,1997,M01,1997 Jan,0.497
APU0000711211,1997,M02,1997 Feb,0.518
APU0000711211,1997,M03,1997 Mar,0.532
APU0000711211,1997,M04,1997 Apr,0.512
APU0000711211,1997,M05,1997 May,0.484
APU0000711211,1997,M06,1997 Jun,0.488
APU0000711211,1997,M07,1997 Jul,0.487
APU0000711211,1997,M08,1997 Aug,0.475
APU0000711211,1997,M09,1997 Sep,0.458
APU0000711211,1997,M10,1997 Oct,0.459
APU0000711211,1997,M11,1997 Nov,0.468
APU0000711211,1997,M12,1997 Dec,0.461
APU0000711211,1998,M01,1998 Jan,0.473
APU0000711211,1998,M02,1998 Feb,0.489
APU0000711211,1998,M03,1998 Mar,0.475
APU0000711211,1998,M04,1998 Apr,0.511
APU0000711211,1998,M05,1998 May,0.510
APU0000711211,1998,M06,1998 Jun,0.507
APU0000711211,1998,M07,1998 Jul,0.530
APU0000711211,1998,M08,1998 Aug,0.489
APU0000711211,1998,M09,1998 Sep,0.476
APU0000711211,1998,M10,1998 Oct,0.470
APU0000711211,1998,M11,1998 Nov,0.487
APU0000711211,1998,M12,1998 Dec,0.510
APU0000711211,1999,M01,1999 Jan,0.489
APU0000711211,1999,M02,1999 Feb,0.509
APU0000711211,1999,M03,1999 Mar,0.506
APU0000711211,1999,M04,1999 Apr,0.482
APU0000711211,1999,M05,1999 May,0.492
APU0000711211,1999,M06,1999 Jun,0.502
APU0000711211,1999,M07,1999 Jul,0.494
APU0000711211,1999,M08,1999 Aug,0.490
APU0000711211,1999,M09,1999 Sep,0.481
APU0000711211,1999,M10,1999 Oct,0.471
APU0000711211,1999,M11,1999 Nov,0.480
APU0000711211,1999,M12,1999 Dec,0.494
APU0000711211,2000,M01,2000 Jan,0.490
APU0000711211,2000,M02,2000 Feb,0.528
APU0000711211,2000,M03,2000 Mar,0.517
APU0000711211,2000,M04,2000 Apr,0.510
APU0000711211,2000,M05,2000 May,0.509
APU0000711211,2000,M06,2000 Jun,0.506
APU0000711211,2000,M07,2000 Jul,0.512
APU0000711211,2000,M08,2000 Aug,0.490
APU0000711211,2000,M09,2000 Sep,0.488
APU0000711211,2000,M10,2000 Oct,0.496
APU0000711211,2000,M11,2000 Nov,0.479
APU0000711211,2000,M12,2000 Dec,0.487
APU0000711211,2001,M01,2001 Jan,0.500
APU0000711211,2001,M02,2001 Feb,0.496
APU0000711211,2001,M03,2001 Mar,0.510
APU0000711211,2001,M04,2001 Apr,0.492
APU0000711211,2001,M05,2001 May,0.509
APU0000711211,2001,M06,2001 Jun,0.506
APU0000711211,2001,M07,2001 Jul,0.523
APU0000711211,2001,M08,2001 Aug,0.519
APU0000711211,2001,M09,2001 Sep,0.508
APU0000711211,2001,M10,2001 Oct,0.503
APU0000711211,2001,M11,2001 Nov,0.509
APU0000711211,2001,M12,2001 Dec,0.505
APU0000711211,2002,M01,2002 Jan,0.509
APU0000711211,2002,M02,2002 Feb,0.504
APU0000711211,2002,M03,2002 Mar,0.519
APU0000711211,2002,M04,2002 Apr,0.504
APU0000711211,2002,M05,2002 May,0.515
APU0000711211,2002,M06,2002 Jun,0.512
APU0000711211,2002,M07,2002 Jul,0.517
APU0000711211,2002,M08,2002 Aug,0.499
APU0000711211,2002,M09,2002 Sep,0.498
APU0000711211,2002,M10,2002 Oct,0.504
APU0000711211,2002,M11,2002 Nov,0.505
APU0000711211,2002,M12,2002 Dec,0.504
APU0000711211,2003,M01,2003 Jan,0.526
APU0000711211,2003,M02,2003 Feb,0.508
APU0000711211,2003,M03,2003 Mar,0.513
APU0000711211,2003,M04,2003 Apr,0.517
APU0000711211,2003,M05,2003 May,0.505
APU0000711211,2003,M06,2003 Jun,0.521
APU0000711211,2003,M07,2003 Jul,0.514
APU0000711211,2003,M08,2003 Aug,0.514
APU0000711211,2003,M09,2003 Sep,0.494
APU0000711211,2003,M10,2003 Oct,0.490
APU0000711211,2003,M11,2003 Nov,0.498
APU0000711211,2003,M12,2003 Dec,0.504
APU0000711211,2004,M01,2004 Jan,0.512
APU0000711211,2004,M02,2004 Feb,0.504
APU0000711211,2004,M03,2004 Mar,0.500
APU0000711211,2004,M04,2004 Apr,0.505
APU0000711211,2004,M05,2004 May,0.491
APU0000711211,2004,M06,2004 Jun,0.498
APU0000711211,2004,M07,2004 Jul,0.510
APU0000711211,2004,M08,2004 Aug,0.507
APU0000711211,2004,M09,2004 Sep,0.488
APU0000711211,2004,M10,2004 Oct,0.485
APU0000711211,2004,M11,2004 Nov,0.469
APU0000711211,2004,M12,2004 Dec,0.474
APU0000711211,2005,M01,2005 Jan,0.485
APU0000711211,2005,M02,2005 Feb,0.502
APU0000711211,2005,M03,2005 Mar,0.507
APU0000711211,2005,M04,2005 Apr,0.503
APU0000711211,2005,M05,2005 May,0.497
APU0000711211,2005,M06,2005 Jun,0.493
APU0000711211,2005,M07,2005 Jul,0.494
APU0000711211,2005,M08,2005 Aug,0.487
APU0000711211,2005,M09,2005 Sep,0.485
APU0000711211,2005,M10,2005 Oct,0.491
APU0000711211,2005,M11,2005 Nov,0.480
APU0000711211,2005,M12,2005 Dec,0.482
APU0000711211,2006,M01,2006 Jan,0.490
APU0000711211,2006,M02,2006 Feb,0.508
APU0000711211,2006,M03,2006 Mar,0.508
APU0000711211,2006,M04,2006 Apr,0.508
APU0000711211,2006,M05,2006 May,0.514
APU0000711211,2006,M06,2006 Jun,0.511
APU0000711211,2006,M07,2006 Jul,0.508
APU0000711211,2006,M08,2006 Aug,0.492
APU0000711211,2006,M09,2006 Sep,0.479
APU0000711211,2006,M10,2006 Oct,0.489
APU0000711211,2006,M11,2006 Nov,0.498
APU0000711211,2006,M12,2006 Dec,0.499
APU0000711211,2007,M01,2007 Jan,0.505
APU0000711211,2007,M02,2007 Feb,0.507
APU0000711211,2007,M03,2007 Mar,0.510
APU0000711211,2007,M04,2007 Apr,0.517
APU0000711211,2007,M05,2007 May,0.503
APU0000711211,2007,M06,2007 Jun,0.512
APU0000711211,2007,M07,2007 Jul,0.509
APU0000711211,2007,M08,2007 Aug,0.506
APU0000711211,2007,M09,2007 Sep,0.505
APU0000711211,2007,M10,2007 Oct,0.508
APU0000711211,2007,M11,2007 Nov,0.515
APU0000711211,2007,M12,2007 Dec,0.525
APU0000711211,2008,M01,2008 Jan,0.521
APU0000711211,2008,M02,2008 Feb,0.540
APU0000711211,2008,M03,2008 Mar,0.597
APU0000711211,2008,M04,2008 Apr,0.627
APU0000711211,2008,M05,2008 May,0.630
APU0000711211,2008,M06,2008 Jun,0.633
APU0000711211,2008,M07,2008 Jul,0.627
APU0000711211,2008,M08,2008 Aug,0.634
APU0000711211,2008,M09,2008 Sep,0.631
APU0000711211,2008,M10,2008 Oct,0.629
APU0000711211,2008,M11,2008 Nov,0.626
APU0000711211,2008,M12,2008 Dec,0.617
APU0000711211,2009,M01,2009 Jan,0.629
APU0000711211,2009,M02,2009 Feb,0.641
APU0000711211,2009,M03,2009 Mar,0.634
APU0000711211,2009,M04,2009 Apr,0.629
APU0000711211,2009,M05,2009 May,0.622
APU0000711211,2009,M06,2009 Jun,0.617
APU0000711211,2009,M07,2009 Jul,0.616
APU0000711211,2009,M08,2009 Aug,0.611
APU0000711211,2009,M09,2009 Sep,0.605
APU0000711211,2009,M10,2009 Oct,0.598
APU0000711211,2009,M11,2009 Nov,0.561
APU0000711211,2009,M12,2009 Dec,0.571
APU0000711211,2010,M01,2010 Jan,0.586
APU0000711211,2010,M02,2010 Feb,0.587
APU0000711211,2010,M03,2010 Mar,0.575
APU0000711211,2010,M04,2010 Apr,0.580
APU0000711211,2010,M05,2010 May,0.571
APU0000711211,2010,M06,2010 Jun,0.577
APU0000711211,2010,M07,2010 Jul,0.583
APU0000711211,2010,M08,2010 Aug,0.576
APU0000711211,2010,M09,2010 Sep,0.573
APU0000711211,2010,M10,2010 Oct,0.580
APU0000711211,2010,M11,2010 Nov,0.581
APU0000711211,2010,M12,2010 Dec,0.587
APU0000711211,2011,M01,2011 Jan,0.596
APU0000711211,2011,M02,2011 Feb,0.625
APU0000711211,2011,M03,2011 Mar,0.621
APU0000711211,2011,M04,2011 Apr,0.621
APU0000711211,2011,M05,2011 May,0.617
APU0000711211,2011,M06,2011 Jun,0.614
APU0000711211,2011,M07,2011 Jul,0.611
APU0000711211,2011,M08,2011 Aug,0.606
APU0000711211,2011,M09,2011 Sep,0.607
APU0000711211,2011,M10,2011 Oct,0.607
APU0000711211,2011,M11,2011 Nov,0.598
APU0000711211,2011,M12,2011 Dec,0.599
APU0000711211,2012,M01,2012 Jan,0.604
APU0000711211,2012,M02,2012 Feb,0.603
APU0000711211,2012,M03,2012 Mar,0.607
APU0000711211,2012,M04,2012 Apr,0.603
APU0000711211,2012,M05,2012 May,0.599
APU0000711211,2012,M06,2012 Jun,0.605
APU0000711211,2012,M07,2012 Jul,0.604
APU0000711211,2012,M08,2012 Aug,0.595
APU0000711211,2012,M09,2012 Sep,0.597
APU0000711211,2012,M10,2012 Oct,0.602
APU0000711211,2012,M11,2012 Nov,0.600
APU0000711211,2012,M12,2012 Dec,0.606
APU0000711211,2013,M01,2013 Jan,0.609
APU0000711211,2013,M02,2013 Feb,0.611
APU0000711211,2013,M03,2013 Mar,0.609
APU0000711211,2013,M04,2013 Apr,0.597
APU0000711211,2013,M05,2013 May,0.603
APU0000711211,2013,M06,2013 Jun,0.603
APU0000711211,2013,M07,2013 Jul,0.602
APU0000711211,2013,M08,2013 Aug,0.595
APU0000711211,2013,M09,2013 Sep,0.601
APU0000711211,2013,M10,2013 Oct,0.586
APU0000711211,2013,M11,2013 Nov,0.587
APU0000711211,2013,M12,2013 Dec,0.592
APU0000711211,2014,M01,2014 Jan,0.595
APU0000711211,2014,M02,2014 Feb,0.599
APU0000711211,2014,M03,2014 Mar,0.597
APU0000711211,2014,M04,2014 Apr,0.597
APU0000711211,2014,M05,2014 May,0.603
APU0000711211,2014,M06,2014 Jun,0.607
APU0000711211,2014,M07,2014 Jul,0.606
APU0000711211,2014,M08,2014 Aug,0.608
APU0000711211,2014,M09,2014 Sep,0.606
APU0000711211,2014,M10,2014 Oct,0.582
APU0000711211,2014,M11,2014 Nov,0.592
APU0000711211,2014,M12,2014 Dec,0.585
APU0000711211,2015,M01,2015 Jan,0.583
APU0000711211,2015,M02,2015 Feb,0.591
APU0000711211,2015,M03,2015 Mar,0.593
APU0000711211,2015,M04,2015 Apr,0.597
APU0000711211,2015,M05,2015 May,0.582
APU0000711211,2015,M06,2015 Jun,0.574
APU0000711211,2015,M07,2015 Jul,0.581
APU0000711211,2015,M08,2015 Aug,0.580
APU0000711211,2015,M09,2015 Sep,0.580
APU0000711211,2015,M10,2015 Oct,0.577
APU0000711211,2015,M11,2015 Nov,0.575
APU0000711211,2015,M12,2015 Dec,0.580
APU0000711211,2016,M01,2016 Jan,0.581
APU0000711211,2016,M02,2016 Feb,0.573
APU0000711211,2016,M03,2016 Mar,0.586
APU0000711211,2016,M04,2016 Apr,0.574
APU0000711211,2016,M05,2016 May,0.570
APU0000711211,2016,M06,2016 Jun,0.569
APU0000711211,2016,M07,2016 Jul,0.567
APU0000711211,2016,M08,2016 Aug,0.562
APU0000711211,2016,M09,2016 Sep,0.575
APU0000711211,2016,M10,2016 Oct,0.570
APU0000711211,2016,M11,2016 Nov,0.573
APU0000711211,2016,M12,2016 Dec,0.576
APU0000711211,2017,M01,2017 Jan,0.573
APU0000711211,2017,M02,2017 Feb,0.573
APU0000711211,2017,M03,2017 Mar,0.571
APU0000711211,2017,M04,2017 Apr,0.571
APU0000711211,2017,M05,2017 May,0.564
APU0000711211,2017,M06,2017 Jun,0.572
APU0000711211,2017,M07,2017 Jul,0.565
APU0000711211,2017,M08,2017 Aug,0.561
APU0000711211,2017,M09,2017 Sep,0.544
APU0000711211,2017,M10,2017 Oct,0.548
APU0000711211,2017,M11,2017 Nov,0.551
APU0000711211,2017,M12,2017 Dec,0.558
APU0000711211,2018,M01,2018 Jan,0.568
APU0000711211,2018,M02,2018 Feb,0.574
APU0000711211,2018,M03,2018 Mar,0.582
APU0000711211,2018,M04,2018 Apr,0.578
APU0000711211,2018,M05,2018 May,0.575
APU0000711211,2018,M06,2018 Jun,0.575
APU0000711211,2018,M07,2018 Jul,0.575
APU0000711211,2018,M08,2018 Aug,0.569
APU0000711211,2018,M09,2018 Sep,0.573
APU0000711211,2018,M10,2018 Oct,0.574
APU0000711211,2018,M11,2018 Nov,0.566
APU0000711211,2018,M12,2018 Dec,0.577
APU0000711211,2019,M01,2019 Jan,0.576
APU0000711211,2019,M02,2019 Feb,0.571
APU0000711211,2019,M03,2019 Mar,0.581
APU0000711211,2019,M04,2019 Apr,0.567
APU0000711211,2019,M05,2019 May,0.579
APU0000711211,2019,M06,2019 Jun,0.574
APU0000711211,2019,M07,2019 Jul,0.569
APU0000711211,2019,M08,2019 Aug,0.578
APU0000711211,2019,M09,2019 Sep,0.569
APU0000711211,2019,M10,2019 Oct,0.573
APU0000711211,2019,M11,2019 Nov,0.573
APU0000711211,2019,M12,2019 Dec,0.573
APU0000711211,2020,M01,2020 Jan,0.570
APU0000711211,2020,M02,2020 Feb,0.574
APU0000711211,2020,M03,2020 Mar,0.576
APU0000711211,2020,M04,2020 Apr,0.581
APU0000711211,2020,M05,2020 May,0.589
APU0000711211,2020,M06,2020 Jun,0.588
APU0000711211,2020,M07,2020 Jul,0.580
APU0000711211,2020,M08,2020 Aug,0.576
APU0000711211,2020,M09,2020 Sep,0.574
APU0000711211,2020,M10,2020 Oct,0.577
APU0000711211,2020,M11,2020 Nov,0.578
APU0000711211,2020,M12,2020 Dec,0.572
